Timestamp,/Climber/LiftMotorCurrentAmps,/Drive/Module0/DriveCurrentAmps,/Drive/Module0/TurnCurrentAmps,/Drive/Module1/DriveCurrentAmps,/Drive/Module1/TurnCurrentAmps,/Drive/Module2/DriveCurrentAmps,/Drive/Module2/TurnCurrentAmps,/Drive/Module3/DriveCurrentAmps,/Drive/Module3/TurnCurrentAmps,/DriverStation/Autonomous,/DriverStation/Enabled,/DriverStation/MatchNumber,/DriverStation/MatchTime,/DriverStation/MatchType,/Hopper/AgitatorCurrentAmps,/Hopper/IndexerCurrentAmps,/Hopper/ShooterFeedingRollerCurrentAmps,/Intake/IntakePivotCurrentAmps,/Intake/IntakeRollerCurrentAmps,/Shooter/AngleMotorCurrentAmps,/Shooter/BottomRollerMotorCurrentAmps,/Shooter/TopRollerMotorCurrentAmps,/SystemStats/BatteryVoltage,/SystemStats/BrownedOut,/SystemStats/BrownoutVoltage
230.520342,-0.04,-0.36,-0.18,-0.26,-0.5,-0.32,-0.08,-0.22,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.806087646484375,False,6.75
230.540487,-0.06,-0.18,-0.28,-0.26,-0.48,-0.26,-0.02,-0.36,-0.18,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.560502,-0.12,-0.08,-0.04,-0.28,-0.32,-0.22,-0.06,-0.18,-0.06,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
230.580499,-0.14,-0.26,-0.02,-0.26,-0.12,-0.22,-0.12,-0.2,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.806087646484375,False,6.75
230.600459,-0.12,-0.1,-0.32,-0.36,-0.26,-0.26,-0.18,-0.18,-0.38,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
230.620493,-0.24,-0.2,-0.18,-0.32,-0.06,-0.38,-0.08,-0.12,-0.22,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.79980517578125,False,6.75
230.640453,-0.3,-0.16,-0.02,-0.44,-0.22,-0.32,-0.22,-0.02,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.660468,-0.12,-0.06,-0.12,-0.18,0.0,-0.38,-0.12,-0.16,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.79980517578125,False,6.75
230.680465,-0.16,-0.16,-0.06,-0.4,-0.18,-0.36,-0.1,-0.04,-0.18,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
230.700481,-0.06,-0.02,-0.06,-0.28,-0.22,-0.36,-0.02,0.0,-0.06,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.720515,-0.16,-0.24,-0.04,-0.46,-0.14,-0.14,-0.28,-0.08,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
230.740475,-0.2,-0.1,-0.2,-0.3,-0.06,-0.26,-0.42,-0.3,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
230.760453,-0.16,-0.28,-0.12,-0.44,-0.08,-0.24,-0.34,-0.32,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.78045,-0.08,-0.24,-0.54,-0.26,-0.38,-0.26,-0.04,-0.04,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.800873,0.0,-0.32,-0.2,-0.38,-0.14,-0.32,-0.36,-0.12,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
230.820462,-0.02,-0.22,-0.08,-0.56,-0.06,-0.2,-0.02,0.0,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
230.840663,-0.24,-0.4,-0.04,-0.24,-0.16,-0.24,-0.1,-0.28,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.860475,-0.1,-0.26,-0.4,-0.34,-0.3,-0.12,-0.08,-0.12,-0.1,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
230.880453,-0.02,-0.12,-0.18,-0.24,-0.42,-0.24,-0.44,-0.2,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8375,False,6.75
230.90045,-0.1,-0.06,-0.2,-0.5,-0.14,-0.38,-0.16,-0.04,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
230.920447,-0.2,-0.32,-0.2,-0.26,0.0,-0.3,-0.1,-0.22,-0.1,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8375,False,6.75
230.940462,-0.26,-0.04,-0.24,-0.38,-0.12,-0.24,-0.04,-0.14,-0.1,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
230.960459,-0.02,-0.16,-0.26,-0.4,-0.42,-0.08,-0.14,-0.08,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
230.981458,0.0,-0.14,-0.06,-0.48,-0.08,-0.28,-0.28,-0.28,-0.56,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.000453,-0.12,-0.14,-0.24,-0.34,-0.22,-0.34,-0.66,-0.3,-0.1,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.021414,-0.02,-0.22,-0.08,-0.18,-0.2,-0.4,-0.08,-0.12,-0.1,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.843782470703125,False,6.75
231.041578,-0.12,-0.18,-0.16,-0.38,-0.54,-0.22,-0.22,-0.16,-0.22,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.061557,-0.14,-0.02,-0.6,-0.34,-0.22,-0.3,-0.12,-0.02,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.081628,-0.16,-0.04,-0.06,-0.42,-0.04,-0.32,-0.02,-0.04,-0.26,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.101643,-0.18,-0.14,-0.18,-0.48,-0.38,-0.32,-0.1,-0.22,-0.16,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.121621,-0.1,-0.18,-0.28,-0.34,-0.86,-0.22,-0.02,-0.4,-0.26,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.141526,-0.02,-0.18,-0.28,-0.36,-0.48,-0.16,-0.44,-0.14,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.161522,-0.2,-0.22,0.0,-0.48,-0.18,-0.14,-0.22,-0.24,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.182169,-0.1,-0.2,-0.36,-0.64,-0.34,-0.14,-0.24,-0.18,-0.22,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.201572,-0.02,-0.18,-0.14,-0.34,-0.28,-0.36,-0.3,-0.36,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.221662,-0.06,-0.3,-0.1,-0.42,-0.4,-0.26,-0.24,-0.04,-0.22,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
231.241714,-0.26,-0.14,-0.16,-0.26,-0.22,-0.14,-0.2,-0.06,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.261544,-0.04,-0.18,-0.32,-0.24,-0.02,-0.3,-0.24,-0.12,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
231.281615,-0.12,-0.22,-0.36,-0.2,-0.02,-0.1,-0.1,-0.02,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.301946,-0.1,-0.42,-0.08,-0.34,-0.2,-0.2,-0.12,-0.12,-0.26,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.321535,-0.18,-0.32,-0.3,-0.38,-0.18,-0.12,-0.3,-0.2,-0.46,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.341532,-0.1,-0.18,-0.12,-0.32,-0.36,-0.24,-0.36,-0.02,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.361584,-0.08,-0.18,-0.08,-0.34,-0.08,-0.14,-0.28,-0.14,-0.28,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.381748,-0.08,-0.12,-0.06,-0.5,-0.52,-0.38,-0.2,-0.34,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.401522,-0.04,-0.16,-0.08,-0.54,-0.22,-0.2,-0.1,-0.28,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
231.421668,-0.08,-0.06,-0.32,-0.14,-0.36,-0.34,-0.3,-0.08,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.441702,-0.1,-0.14,-0.04,-0.44,-0.22,-0.36,-0.24,-0.04,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.463572,-0.1,-0.12,-0.1,-0.24,-0.38,-0.36,-0.02,-0.04,-0.34,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.481621,-0.2,-0.4,-0.02,-0.46,-0.46,-0.14,-0.04,-0.14,-0.26,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.501637,-0.08,-0.1,-0.24,-0.18,-0.16,-0.2,-0.22,-0.16,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.523359,-0.18,-0.08,-0.1,-0.36,-0.5,-0.3,-0.12,-0.24,-0.16,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.543486,-0.04,-0.2,-0.18,-0.42,-0.22,-0.32,-0.04,-0.3,-0.32,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.563501,-0.04,-0.24,-0.34,-0.34,-0.4,-0.24,-0.34,-0.24,-0.28,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.583628,-0.22,-0.24,0.0,-0.3,-0.42,-0.2,-0.34,-0.12,-0.12,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.603513,-0.14,-0.32,-0.2,-0.4,-0.28,-0.36,-0.3,-0.14,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.623473,-0.18,-0.1,-0.26,-0.28,-0.1,-0.16,-0.02,-0.24,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.643989,-0.14,-0.32,-0.38,-0.26,-0.3,-0.34,-0.28,-0.2,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.663467,-0.02,-0.18,-0.04,-0.32,-0.06,-0.32,-0.26,-0.14,-0.38,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.831217529296875,False,6.75
231.683501,-0.1,-0.26,-0.1,-0.22,-0.28,-0.32,-0.2,-0.42,-0.12,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.703758,-0.12,-0.18,-0.3,-0.2,-0.24,-0.2,-0.28,-0.04,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.723476,-0.16,-0.16,-0.26,-0.36,-0.3,-0.38,-0.42,-0.1,-0.12,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.743473,-0.06,-0.16,-0.18,-0.42,-0.12,-0.36,-0.74,-0.26,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.763581,-0.12,-0.08,-0.26,-0.44,-0.28,-0.38,-0.12,-0.06,-0.06,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.78356,-0.22,-0.2,-0.26,-0.38,-0.54,-0.2,-0.12,-0.28,-0.14,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
231.803482,-0.28,-0.32,-0.22,-0.32,-0.22,-0.08,-0.44,-0.16,-0.16,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.79980517578125,False,6.75
231.827152,-0.04,-0.18,-0.64,-0.24,-0.08,-0.22,-0.02,-0.14,-0.14,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
231.843717,-0.18,-0.26,-0.16,-0.34,-0.02,-0.12,-0.02,-0.08,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.863473,-0.22,-0.3,-0.12,-0.12,-0.22,-0.26,-0.18,-0.2,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.806087646484375,False,6.75
231.88347,-0.02,-0.28,-0.18,-0.18,-0.14,-0.24,-0.72,-0.2,-0.3,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.79980517578125,False,6.75
231.903467,-0.16,-0.32,-0.18,-0.38,-0.58,-0.26,-0.1,-0.16,-0.2,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
231.923556,-0.26,-0.16,-0.24,-0.5,-0.12,-0.32,-0.16,-0.1,-0.26,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.806087646484375,False,6.75
231.943498,-0.22,-0.02,-0.06,-0.16,-0.02,-0.16,-0.26,-0.04,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
231.964162,-0.08,-0.06,-0.4,-0.48,-0.02,-0.34,-0.22,-0.08,-0.16,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
231.983492,-0.24,-0.24,-0.56,-0.4,-0.06,-0.18,-0.24,-0.08,-0.24,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.003507,-0.02,-0.12,-0.16,-0.46,-0.12,-0.42,-0.04,-0.06,-0.16,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.023485,-0.04,-0.14,-0.12,-0.36,-0.3,-0.3,-0.34,-0.4,-0.12,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.043501,-0.04,-0.16,-0.04,-0.22,-0.2,-0.28,-0.26,-0.32,-0.02,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
232.063535,-0.18,-0.08,-0.26,-0.32,-0.12,-0.32,-0.16,-0.2,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.083513,-0.06,-0.14,-0.26,-0.24,-0.22,-0.38,-0.24,-0.14,-0.36,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
232.103491,-0.2,-0.28,-0.2,-0.3,-0.04,-0.14,-0.12,-0.18,-0.22,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.123488,-0.16,-0.28,-0.18,-0.52,-0.2,-0.24,-0.34,0.0,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
232.145377,-0.02,-0.32,-0.16,-0.28,-0.02,-0.28,-0.44,-0.26,-0.22,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.163501,-0.06,-0.28,-0.26,-0.26,-0.26,-0.38,-0.58,-0.08,-0.08,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.793522705078125,False,6.75
232.183553,-0.04,-0.28,-0.14,-0.22,-0.04,-0.4,-0.2,-0.12,-0.1,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.203476,-0.06,-0.2,-0.04,-0.3,-0.12,-0.28,-0.32,-0.12,-0.06,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
232.223491,-0.02,-0.42,-0.04,-0.3,-0.32,-0.24,-0.02,-0.16,-0.42,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.806087646484375,False,6.75
232.243488,-0.04,-0.2,-0.3,-0.28,-0.06,-0.14,-0.58,-0.3,-0.04,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
232.263597,-0.06,-0.26,-0.12,-0.2,-0.5,-0.3,-0.14,-0.18,-0.42,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
232.284298,-0.08,-0.26,-0.06,-0.28,-0.06,-0.38,-0.24,-0.14,-0.16,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.82493505859375,False,6.75
232.303498,-0.02,-0.38,-0.1,-0.3,-0.34,-0.2,-0.04,-0.26,-0.14,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.8123701171875,False,6.75
232.323476,-0.08,-0.26,-0.66,-0.34,-0.24,-0.28,-0.04,0.0,-0.12,True,False,4,20.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.36,12.818652587890625,False,6.75
